step,projection
0,13.446484565734863
1,12.520597457885742
2,17.666730880737305
3,16.61661148071289
4,18.287742614746094
5,14.771472930908203
6,12.699789047241211
7,12.954301834106445
8,15.069806098937988
9,11.279687881469727
10,14.016511917114258
11,20.940616607666016
12,16.71319007873535
13,7.295432090759277
14,23.576892852783203
