step,projection
0,-25.53102684020996
1,-19.640785217285156
2,-17.928546905517578
3,-13.839933395385742
4,-16.76963233947754
5,-16.26154327392578
6,-19.074634552001953
7,-12.434351921081543
8,-16.407060623168945
9,-14.141873359680176
10,-8.578545570373535
11,-12.90496826171875
12,-18.717918395996094
13,-18.87592124938965
14,-17.460376739501953
