step,projection
0,-0.6780204772949219
1,12.038559913635254
2,16.431772232055664
3,20.91024398803711
4,18.526363372802734
5,18.21710777282715
6,10.575607299804688
7,25.82811737060547
8,19.74775505065918
9,20.240020751953125
10,35.07524871826172
11,24.080978393554688
12,17.154804229736328
13,16.526716232299805
14,14.810503005981445
