step,projection
0,16.93358612060547
1,13.585190773010254
2,11.028950691223145
3,9.532617568969727
4,16.20315170288086
5,15.374671936035156
6,10.764947891235352
7,11.333223342895508
8,9.427151679992676
9,17.09687042236328
10,14.71522045135498
11,19.335472106933594
12,17.416584014892578
13,9.519248962402344
14,12.361987113952637
