step,projection
0,-21.245153427124023
1,-21.38724136352539
2,-18.35260009765625
3,-20.912527084350586
4,-22.7360897064209
5,-21.776283264160156
6,-19.31917381286621
7,-20.962430953979492
8,-21.37775421142578
9,-18.90084457397461
10,-22.691661834716797
11,-19.68781280517578
12,-20.659954071044922
13,-18.836475372314453
14,-15.183801651000977
