step,projection
0,21.281055450439453
1,21.31977081298828
2,11.830289840698242
3,34.14686584472656
4,12.4397554397583
5,41.708351135253906
6,21.098363876342773
7,11.823524475097656
8,26.733856201171875
9,7.4183125495910645
10,16.55943489074707
11,15.040291786193848
12,26.838634490966797
13,14.867340087890625
14,24.846141815185547
