step,projection
0,15.505119323730469
1,6.008574962615967
2,12.628116607666016
3,7.650721073150635
4,11.12497329711914
5,6.6219282150268555
6,9.400725364685059
7,16.20315170288086
8,7.224460124969482
9,9.549324035644531
10,15.374671936035156
11,12.361987113952637
12,13.585190773010254
13,19.867507934570312
14,9.427151679992676
