step,projection
0,19.867507934570312
1,6.6219282150268555
2,7.224460124969482
3,12.628116607666016
4,7.650721073150635
5,16.20315170288086
6,9.400725364685059
7,9.427151679992676
8,13.585190773010254
9,15.505119323730469
10,6.008574962615967
11,11.12497329711914
12,15.374671936035156
13,12.361987113952637
14,9.549324035644531
