step,projection
0,13.585190773010254
1,11.333223342895508
2,10.764947891235352
3,16.93358612060547
4,14.71522045135498
5,12.361987113952637
6,17.09687042236328
7,9.519248962402344
8,9.427151679992676
9,17.416584014892578
10,9.532617568969727
11,19.335472106933594
12,15.374671936035156
13,11.028950691223145
14,16.20315170288086
